seq_index;GeneChoice_V_gene_Undefined_side_prio7_size103;GeneChoice_J_gene_Undefined_side_prio6_size68;Deletion_V_gene_Three_prime_prio5_size21;Deletion_J_gene_Five_prime_prio5_size23;Insertion_VJ_gene_Undefined_side_prio4_size41;DinucMarkov_VJ_gene_Undefined_side_prio3_size16;Errors
9903;(53);(38);(5);(14);(9);(1,2,1,0,3,2,0,0,0);(53)
9904;(99);(60);(4);(8);(6);(2,3,0,1,2,1);(261)
9905;(13);(66);(12);(12);(4);(2,2,2,2);()
9906;(12);(62);(12);(9);(8);(3,0,2,2,2,3,2,3);(35,276)
9907;(36);(27);(7);(17);(6);(3,0,0,0,0,2);(79)
9908;(99);(14);(11);(8);(9);(0,2,0,0,2,2,0,0,0);()
9909;(25);(55);(8);(6);(3);(2,1,1);(153)
9910;(86);(32);(13);(12);(15);(3,3,1,1,1,1,3,1,0,2,3,3,1,0,2);()
9911;(44);(30);(6);(3);(9);(2,2,0,1,2,3,1,1,3);(273,307)
9912;(99);(55);(7);(9);(2);(0,1);(130)
9913;(42);(42);(5);(15);(7);(1,0,2,2,2,2,3);(233)
9914;(47);(52);(1);(8);(6);(3,2,2,0,3,0);()
9915;(85);(25);(8);(13);(5);(2,3,0,3,1);()
9916;(47);(58);(4);(8);(13);(2,2,2,1,3,3,0,0,0,1,0,2,2);()
9917;(17);(15);(6);(10);(4);(1,3,2,2);(170)
9918;(68);(40);(8);(12);(6);(2,2,2,2,0,2);()
9919;(69);(60);(8);(8);(13);(3,1,1,3,0,1,1,3,1,3,1,1,2);(126,159,300)
9920;(23);(36);(5);(3);(12);(1,3,2,2,2,3,1,1,2,2,2,3);()
9921;(13);(10);(4);(1);(3);(0,2,0);()
9922;(70);(7);(5);(2);(4);(2,1,3,0);(87,108)
9923;(23);(10);(9);(12);(10);(1,3,3,3,1,3,1,1,0,2);()
9924;(10);(14);(9);(7);(2);(0,1);(38,168)
9925;(44);(15);(4);(9);(7);(1,0,1,1,1,1,1);()
9926;(16);(54);(8);(9);(8);(3,0,1,3,1,3,0,3);()
9927;(23);(33);(4);(5);(4);(1,1,1,3);(108)
9928;(32);(22);(7);(9);(13);(3,0,0,1,1,3,0,3,1,3,2,2,3);()
9929;(25);(32);(14);(8);(14);(3,2,3,1,1,2,2,2,2,0,2,2,0,0);(280)
9930;(50);(11);(1);(5);(7);(2,2,3,2,0,3,0);()
9931;(51);(49);(6);(9);(3);(2,3,3);()
9932;(23);(1);(8);(8);(2);(2,2);()
9933;(0);(16);(15);(3);(9);(2,1,1,0,3,3,2,2,2);()
9934;(28);(55);(7);(9);(4);(1,0,2,2);()
9935;(37);(16);(6);(20);(4);(2,2,2,2);(158)
9936;(13);(39);(4);(7);(4);(1,1,2,0);()
9937;(14);(44);(9);(9);(6);(1,1,1,0,0,1);(30,205,253)
9938;(4);(17);(5);(15);(4);(3,2,2,1);(271,315)
9939;(70);(36);(8);(5);(15);(0,1,3,0,0,2,1,1,1,3,1,2,0,2,2);(28,183)
9940;(2);(38);(6);(13);(10);(0,0,0,3,0,2,3,3,0,0);()
9941;(7);(1);(7);(7);(2);(1,1);()
9942;(70);(39);(13);(7);(3);(2,0,1);(211,244,280)
9943;(72);(59);(5);(9);(4);(2,2,0,0);()
9944;(19);(65);(6);(7);(4);(0,2,0,2);(0,159)
9945;(102);(22);(4);(9);(3);(3,2,2);()
9946;(6);(28);(5);(14);(3);(1,2,2);(268)
9947;(19);(10);(5);(9);(3);(2,1,1);()
9948;(25);(47);(14);(10);(9);(1,3,0,2,3,0,0,1,1);(285)
9949;(73);(36);(8);(11);(2);(0,2);(206)
9950;(39);(51);(8);(2);(2);(3,1);(52)
9951;(68);(23);(6);(11);(4);(0,0,1,1);(222,230)
9952;(50);(54);(4);(6);(4);(2,3,2,3);(7)
9953;(42);(50);(4);(8);(7);(1,3,2,0,0,2,2);()
9954;(16);(7);(6);(9);(0);();()
9955;(35);(28);(4);(7);(4);(2,2,0,2);()
9956;(47);(42);(7);(15);(5);(0,1,1,0,3);()
9957;(34);(27);(8);(3);(9);(1,1,2,2,3,3,0,0,3);(250,301)
9958;(4);(45);(5);(12);(7);(0,0,2,2,0,2,3);(73,231,287)
9959;(7);(39);(7);(12);(9);(0,0,0,2,3,1,0,0,0);()
9960;(25);(38);(14);(9);(0);();()
9961;(25);(55);(8);(15);(4);(2,1,2,2);()
9962;(36);(14);(9);(20);(3);(2,3,1);()
9963;(18);(42);(8);(11);(5);(2,2,0,2,2);()
9964;(58);(25);(9);(6);(4);(1,3,1,3);(81)
9965;(70);(7);(10);(6);(3);(3,1,2);()
9966;(4);(1);(3);(9);(2);(3,1);(78,133,201)
9967;(36);(36);(8);(7);(6);(2,2,0,1,1,2);()
9968;(45);(60);(15);(12);(5);(2,0,3,3,2);(21)
9969;(39);(27);(7);(9);(3);(2,0,0);(130)
9970;(25);(50);(4);(9);(3);(1,1,3);(11,116)
9971;(47);(50);(4);(6);(4);(2,2,0,1);(41,231)
9972;(14);(23);(7);(9);(6);(1,3,3,0,1,2);(16)
9973;(99);(15);(7);(5);(3);(0,3,1);(89)
9974;(45);(58);(13);(7);(6);(1,0,1,1,0,2);(84)
9975;(99);(50);(8);(16);(1);(2);(82)
9976;(13);(39);(11);(7);(6);(1,1,0,2,1,1);(259)
9977;(25);(5);(14);(9);(8);(0,0,2,1,3,1,1,2);()
9978;(74);(66);(7);(4);(13);(2,2,2,3,3,1,1,1,2,2,2,2,2);(64)
9979;(12);(40);(8);(9);(14);(3,0,2,2,0,1,1,2,2,1,2,2,3,3);()
9980;(14);(10);(8);(10);(15);(1,1,3,2,1,1,1,3,2,2,2,0,2,1,2);(295)
9981;(14);(3);(7);(5);(4);(0,3,1,1);(100)
9982;(71);(38);(11);(18);(5);(1,3,3,3,3);()
9983;(70);(51);(10);(11);(6);(3,1,1,2,2,0);(232)
9984;(22);(55);(10);(7);(3);(1,1,1);(123,254)
9985;(50);(22);(13);(17);(5);(0,1,3,2,2);(22)
9986;(73);(45);(7);(9);(9);(2,0,1,3,2,0,1,1,1);(101)
9987;(14);(5);(7);(15);(9);(3,3,3,2,3,1,3,0,3);(44,97)
9988;(68);(26);(10);(9);(4);(3,2,2,2);(92)
9989;(68);(45);(4);(10);(13);(2,2,0,0,0,0,2,2,1,2,3,3,2);(117,283)
9990;(35);(16);(3);(11);(11);(1,0,0,2,3,1,0,2,2,2,2);()
9991;(43);(28);(15);(11);(4);(1,1,1,0);(34,227)
9992;(36);(38);(12);(12);(14);(2,0,2,0,2,1,1,3,3,0,0,3,2,2);(110)
9993;(73);(3);(8);(8);(6);(2,3,3,1,0,1);()
9994;(70);(36);(7);(5);(3);(2,2,0);()
9995;(25);(25);(12);(11);(7);(2,2,3,3,1,3,3);(84,144)
9996;(68);(55);(12);(13);(5);(0,0,3,3,3);(319)
9997;(25);(31);(5);(7);(7);(2,2,2,0,1,1,1);()
9998;(37);(9);(5);(8);(4);(2,1,2,0);(269,311)
9999;(25);(45);(11);(7);(7);(3,3,3,3,0,3,1);()
10000;(58);(20);(8);(11);(3);(3,2,1);()
10001;(99);(5);(11);(5);(11);(2,2,2,0,3,2,2,2,1,0,1);(309)
10002;(20);(15);(7);(9);(6);(2,1,1,2,2,0);(264)
10003;(7);(38);(16);(10);(4);(2,2,3,3);()
10004;(69);(42);(5);(4);(6);(2,2,2,0,1,3);(286)
10005;(47);(38);(9);(11);(10);(1,1,2,0,0,1,1,2,0,1);(40)
10006;(68);(42);(12);(9);(6);(2,2,0,0,3,2);(75)
10007;(22);(45);(8);(5);(10);(2,2,0,3,2,1,1,1,3,0);(125,256)
10008;(14);(39);(13);(6);(9);(2,0,2,1,3,2,3,1,3);()
10009;(72);(9);(5);(9);(1);(2);(300)
10010;(17);(56);(7);(7);(5);(1,2,0,2,2);()
10011;(34);(50);(11);(9);(4);(2,1,1,2);(45,271)
10012;(32);(24);(3);(12);(6);(1,3,1,1,3,2);(50,60,342)
10013;(60);(60);(9);(6);(4);(1,1,0,0);()
10014;(32);(32);(10);(5);(10);(1,1,1,1,2,1,1,1,0,0);(247)
10015;(99);(50);(8);(5);(6);(0,0,0,2,2,3);(170)
10016;(13);(42);(4);(15);(10);(3,2,2,2,1,3,1,0,2,0);()
10017;(22);(38);(11);(9);(9);(0,2,2,1,1,1,2,2,0);(178,304)
10018;(51);(1);(4);(9);(4);(1,1,2,2);(292,327)
10019;(22);(39);(9);(6);(2);(2,2);()
10020;(4);(29);(3);(15);(4);(1,3,0,0);(187)
10021;(6);(67);(11);(8);(13);(2,1,1,1,1,3,2,2,2,1,3,3,0);(186,302)
10022;(58);(42);(8);(4);(6);(2,2,3,3,1,1);(266)
10023;(16);(49);(15);(5);(5);(1,2,2,2,2);()
10024;(43);(58);(11);(4);(4);(1,1,3,3);(8,241)
10025;(22);(39);(10);(11);(7);(3,1,3,1,1,0,2);(322)
10026;(68);(50);(6);(8);(6);(1,1,1,3,3,3);(64,234)
10027;(47);(45);(6);(12);(8);(2,2,1,1,1,3,1,2);()
10028;(6);(67);(5);(11);(3);(1,1,1);()
10029;(28);(38);(6);(9);(7);(2,0,3,2,2,2,2);()
10030;(37);(66);(5);(15);(11);(3,3,0,2,2,3,3,0,1,1,3);(88)
10031;(0);(27);(6);(5);(11);(3,3,1,2,2,1,3,3,2,1,3);()
10032;(68);(45);(13);(9);(11);(1,1,1,1,1,0,2,3,2,1,1);()
10033;(47);(30);(9);(6);(12);(1,1,1,3,3,1,1,2,1,0,1,1);(190)
10034;(43);(28);(16);(8);(6);(3,0,0,3,2,3);(49)
10035;(70);(15);(5);(2);(4);(2,2,2,2);(272)
10036;(58);(59);(8);(10);(7);(0,1,3,2,2,0,2);(24)
10037;(70);(43);(10);(13);(10);(0,0,1,1,1,2,2,3,0,2);()
10038;(36);(17);(9);(11);(4);(3,1,3,3);()
10039;(25);(10);(8);(15);(10);(1,0,3,3,3,1,1,3,1,0);()
10040;(16);(36);(7);(5);(6);(1,2,2,2,2,2);(122)
10041;(70);(25);(10);(6);(6);(1,2,0,1,1,2);(60,64,128)
10042;(23);(60);(12);(13);(15);(1,1,3,2,0,1,1,1,3,1,0,2,0,2,0);()
10043;(14);(49);(7);(12);(5);(2,2,2,2,2);(34)
10044;(25);(34);(4);(7);(4);(1,1,2,2);()
10045;(7);(36);(5);(5);(9);(1,3,1,1,2,2,2,2,0);()
10046;(13);(51);(7);(14);(5);(1,2,2,0,2);(292)
10047;(60);(54);(5);(21);(3);(3,0,0);()
10048;(35);(10);(6);(7);(17);(1,1,3,2,3,2,0,2,2,2,3,0,2,0,2,2,2);(39,263)
10049;(47);(31);(6);(7);(8);(3,1,1,2,2,0,2,1);()
10050;(13);(51);(4);(5);(10);(3,2,1,1,3,0,2,2,3,3);()
10051;(58);(58);(5);(9);(11);(1,3,2,1,0,0,2,2,2,0,1);()
10052;(43);(44);(12);(9);(8);(2,2,2,0,2,1,3,1);()
10053;(16);(38);(7);(10);(7);(3,3,2,1,0,1,1);()
10054;(25);(52);(14);(5);(7);(1,3,2,1,1,0,0);(67)
10055;(13);(7);(2);(9);(2);(2,0);()
10056;(14);(50);(11);(5);(10);(2,2,2,0,0,1,1,2,2,2);(8)
10057;(7);(49);(10);(11);(6);(2,0,1,2,0,0);(28,315)
10058;(0);(38);(6);(9);(4);(2,2,2,2);()
10059;(19);(50);(6);(6);(7);(2,0,2,3,1,3,0);()
10060;(60);(49);(3);(9);(6);(3,1,1,3,1,0);()
10061;(34);(27);(7);(9);(2);(1,2);(245)
10062;(34);(59);(8);(10);(10);(2,2,2,0,2,0,2,2,2,2);(161)
10063;(7);(28);(5);(8);(2);(3,1);()
10064;(47);(59);(12);(11);(4);(2,1,3,1);(252)
10065;(13);(16);(6);(9);(4);(2,2,2,2);()
10066;(47);(26);(3);(7);(7);(1,2,3,0,2,2,2);(285,294)
10067;(12);(36);(2);(7);(5);(1,1,1,1,1);(2,30,227)
10068;(25);(55);(8);(12);(7);(1,0,2,2,3,3,0);(68)
10069;(33);(16);(10);(3);(8);(2,2,2,2,3,1,3,2);()
10070;(18);(20);(3);(19);(8);(1,3,2,1,0,0,2,2);(68)
10071;(13);(2);(4);(12);(9);(2,3,2,2,0,0,0,0,3);(249,288)
10072;(25);(10);(4);(8);(8);(0,2,2,3,0,2,3,2);(2,206,242)
10073;(13);(54);(4);(17);(0);();(331)
10074;(27);(66);(9);(5);(0);();()
10075;(25);(28);(12);(8);(7);(3,1,3,3,2,2,0);(285)
10076;(19);(23);(8);(8);(5);(2,1,2,0,0);()
10077;(25);(14);(4);(11);(5);(1,0,2,3,0);()
10078;(18);(10);(6);(9);(4);(2,2,0,3);()
10079;(50);(55);(7);(5);(3);(0,2,2);()
10080;(68);(38);(6);(12);(6);(1,1,1,1,3,3);(17,129)
10081;(23);(45);(2);(8);(12);(3,2,0,2,1,0,1,3,2,2,2,1);()
10082;(70);(25);(7);(10);(2);(1,1);(65)
10083;(28);(1);(7);(6);(17);(3,1,1,1,1,2,2,3,1,2,2,1,1,2,0,0,1);()
10084;(12);(16);(8);(12);(2);(0,2);()
10085;(50);(42);(9);(9);(15);(3,1,0,0,0,0,2,2,0,0,0,0,1,3,3);()
10086;(68);(59);(6);(11);(8);(2,2,1,0,2,1,1,1);(151)
10087;(14);(10);(4);(10);(5);(2,0,2,2,1);()
10088;(36);(39);(9);(9);(3);(1,1,1);(153)
10089;(22);(42);(11);(19);(3);(2,3,1);(1,4)
10090;(42);(55);(2);(15);(4);(2,3,2,1);(45)
10091;(27);(15);(13);(3);(3);(0,1,1);()
10092;(68);(59);(5);(11);(2);(3,0);(86,190)
10093;(0);(25);(5);(12);(5);(2,2,2,3,2);()
10094;(13);(35);(11);(15);(6);(2,1,3,1,0,1);(173,196,274)
10095;(50);(58);(10);(8);(9);(2,2,2,2,0,1,1,0,2);(161)
10096;(68);(45);(13);(8);(2);(0,3);(152)
10097;(13);(62);(12);(5);(4);(0,1,1,0);(210)
10098;(47);(32);(4);(8);(10);(0,0,2,2,3,0,0,1,1,3);()
10099;(47);(51);(7);(6);(12);(2,1,2,1,3,1,0,0,2,2,0,2);(19)
10100;(25);(67);(11);(8);(11);(1,3,0,3,2,0,2,3,3,0,2);()
10101;(35);(55);(5);(8);(8);(1,3,3,3,1,1,3,1);()
10102;(70);(67);(8);(8);(4);(1,2,1,1);()
10103;(23);(67);(7);(9);(9);(3,3,2,2,2,2,1,1,1);(97)
10104;(28);(43);(8);(4);(3);(0,2,2);()
10105;(58);(50);(1);(3);(8);(2,1,0,0,0,0,2,2);(338)
10106;(43);(41);(15);(14);(7);(3,1,1,2,0,2,0);(322)
10107;(68);(11);(2);(6);(2);(0,0);(234)
10108;(37);(27);(4);(5);(5);(0,3,3,1,1);()
10109;(22);(40);(17);(9);(9);(1,1,0,2,0,2,2,1,1);(81,289)
10110;(37);(36);(9);(2);(10);(3,1,0,1,1,3,0,0,2,2);(17,222)
10111;(34);(26);(6);(9);(1);(2);(83)
10112;(99);(2);(7);(6);(12);(2,1,2,2,1,2,1,2,1,3,3,1);()
10113;(53);(39);(5);(9);(4);(2,3,2,2);(199)
10114;(16);(5);(8);(18);(7);(2,2,1,1,1,2,2);(122,296)
10115;(85);(44);(5);(12);(3);(3,2,2);(21,166)
10116;(86);(38);(9);(13);(6);(2,1,0,0,1,1);(63)
10117;(99);(10);(4);(9);(10);(3,3,3,2,2,2,2,3,3,2);(90,101)
10118;(23);(66);(9);(11);(4);(1,3,0,0);(78)
10119;(13);(32);(11);(5);(3);(3,0,1);()
10120;(70);(4);(10);(11);(10);(1,2,2,2,1,2,1,3,1,2);()
10121;(34);(44);(7);(9);(5);(2,2,2,2,2);(85,185,186,296)
10122;(9);(49);(6);(20);(8);(2,1,2,0,0,1,1,2);(61)
10123;(32);(28);(9);(10);(2);(2,3);(94)
10124;(14);(33);(8);(7);(2);(1,1);(212)
10125;(6);(45);(15);(5);(5);(1,3,0,2,1);(213)
10126;(53);(32);(3);(5);(6);(1,3,3,0,0,3);()
10127;(25);(27);(10);(3);(4);(2,2,2,0);()
10128;(99);(1);(5);(12);(5);(2,2,3,2,2);(258,309)
10129;(2);(31);(5);(9);(3);(2,1,1);()
10130;(58);(45);(6);(7);(4);(2,2,2,1);(155)
10131;(14);(2);(2);(9);(16);(0,1,2,2,2,3,3,1,1,1,1,1,1,1,2,2);(310)
10132;(28);(15);(7);(3);(7);(2,0,0,3,2,2,3);()
10133;(68);(42);(12);(16);(5);(2,3,0,3,2);()
10134;(95);(55);(3);(8);(10);(3,3,3,0,1,3,0,3,0,0);(61,78,110,181)
10135;(64);(40);(8);(8);(4);(1,0,1,2);()
10136;(14);(30);(5);(6);(1);(3);()
10137;(13);(54);(8);(10);(7);(2,2,2,3,1,1,1);(2,175)
10138;(13);(14);(4);(11);(2);(0,3);()
10139;(76);(39);(5);(12);(0);();(86,217)
10140;(51);(44);(3);(7);(10);(2,0,2,0,3,1,0,2,1,0);()
10141;(68);(43);(5);(9);(10);(2,2,3,2,0,2,0,1,1,1);(100)
10142;(50);(47);(4);(15);(1);(2);(89,98)
10143;(4);(52);(11);(11);(10);(2,3,1,0,1,2,2,0,0,0);()
10144;(47);(15);(13);(4);(5);(2,3,1,1,1);(152,174)
10145;(50);(32);(10);(8);(1);(0);(130)
10146;(25);(38);(16);(12);(4);(1,2,0,3);(120,186,260,310)
10147;(51);(62);(4);(11);(4);(1,1,0,1);(75)
10148;(65);(50);(4);(3);(7);(0,2,3,2,0,0,0);()
10149;(4);(59);(9);(10);(7);(0,0,2,3,0,0,1);(61,90,261)
10150;(32);(36);(6);(8);(10);(0,3,1,1,1,2,2,0,0,2);()
10151;(50);(45);(13);(8);(3);(2,1,0);(46)
10152;(16);(59);(6);(9);(4);(1,1,2,3);(205)
10153;(14);(3);(4);(6);(9);(0,1,0,3,1,1,2,2,1);(141,274)
10154;(36);(31);(7);(9);(3);(1,1,3);(300)
10155;(32);(39);(11);(5);(7);(1,1,3,3,3,1,1);(224)
10156;(23);(43);(11);(14);(7);(0,0,0,2,1,3,2);(121,176)
10157;(28);(39);(7);(8);(5);(3,3,1,1,1);(180)
10158;(25);(62);(14);(5);(11);(2,1,0,1,0,2,0,3,0,0,0);(159)
10159;(70);(20);(5);(15);(0);();(28)
10160;(0);(51);(2);(8);(5);(3,3,0,2,3);(108,232)
10161;(32);(56);(6);(6);(2);(2,3);(57,185)
10162;(16);(10);(3);(12);(13);(1,2,0,0,2,0,0,2,2,2,2,2,3);(324)
10163;(28);(51);(3);(5);(10);(3,0,1,3,0,2,2,2,3,1);()
10164;(28);(17);(4);(15);(5);(2,0,2,3,2);(204)
10165;(13);(39);(7);(11);(9);(3,2,0,3,1,1,0,1,3);(167)
10166;(41);(35);(4);(13);(3);(0,3,0);(120)
10167;(50);(41);(5);(13);(2);(1,1);(87,163,314)
10168;(7);(7);(11);(7);(1);(2);(106,271)
10169;(8);(62);(10);(5);(16);(3,0,2,2,3,1,3,0,1,3,2,1,3,2,2,2);(6,44,192)
10170;(22);(2);(11);(7);(3);(0,0,0);(188)
10171;(20);(45);(7);(9);(11);(0,0,1,1,3,2,0,1,1,1,1);(70)
10172;(14);(66);(4);(12);(7);(0,3,0,2,2,2,0);(148,301)
10173;(16);(7);(4);(6);(5);(1,0,3,1,1);(278)
10174;(47);(47);(2);(11);(0);();(78,210)
10175;(7);(37);(4);(4);(9);(0,1,2,1,1,1,2,0,3);(202,301)
10176;(47);(56);(5);(5);(4);(0,0,2,1);(197,310)
10177;(51);(37);(8);(8);(4);(1,1,2,2);(201)
10178;(14);(40);(9);(9);(6);(1,1,0,1,1,3);()
10179;(16);(35);(4);(13);(12);(3,2,0,2,2,3,3,0,2,0,0,1);(12)
10180;(2);(39);(13);(12);(4);(0,0,2,2);(37,48)
10181;(64);(50);(7);(2);(11);(1,2,0,2,1,1,0,2,3,1,1);()
10182;(70);(42);(9);(11);(3);(2,1,2);()
10183;(78);(34);(9);(9);(8);(0,1,1,3,0,2,0,0);(192,226,278)
10184;(28);(45);(7);(12);(6);(1,1,3,0,0,3);(294)
10185;(52);(51);(3);(11);(4);(1,3,1,3);(151,254)
10186;(1);(5);(11);(9);(8);(2,0,2,3,1,1,2,2);()
10187;(4);(33);(7);(8);(2);(2,1);(49)
10188;(22);(38);(11);(11);(17);(1,1,3,3,1,2,1,0,1,3,0,2,2,1,1,3,2);(182)
10189;(8);(42);(7);(12);(9);(2,1,2,2,1,1,2,0,3);()
10190;(47);(35);(6);(22);(5);(2,1,3,1,0);(203)
10191;(13);(39);(8);(5);(9);(0,0,1,1,1,2,0,0,2);(14)
10192;(13);(55);(4);(7);(6);(0,1,2,2,2,1);()
10193;(33);(36);(5);(6);(8);(0,2,3,3,3,0,1,3);()
10194;(16);(62);(9);(10);(10);(0,1,1,3,2,0,3,2,2,2);(301)
10195;(13);(26);(4);(8);(4);(2,0,0,0);(186)
10196;(73);(38);(7);(9);(1);(0);(81)
10197;(33);(40);(4);(13);(0);();()
10198;(22);(51);(6);(15);(3);(3,0,2);(172)
10199;(2);(27);(5);(7);(4);(2,2,1,3);(230)
10200;(99);(9);(9);(15);(3);(1,2,2);()
10201;(58);(60);(4);(10);(6);(2,2,1,1,1,1);(307)
10202;(22);(51);(10);(5);(4);(1,0,1,2);()
10203;(16);(50);(7);(8);(3);(1,2,2);(108,198)
10204;(68);(27);(2);(15);(2);(2,3);()
10205;(42);(45);(6);(12);(4);(1,1,2,3);(163,320)
10206;(16);(50);(8);(5);(8);(3,2,2,3,3,3,1,2);(133)
10207;(14);(37);(9);(4);(10);(1,0,0,3,3,2,2,0,2,2);()
10208;(14);(54);(16);(7);(5);(0,3,1,1,0);()
10209;(16);(45);(6);(7);(4);(1,0,2,2);(104,169)
10210;(70);(66);(13);(5);(7);(3,3,2,0,0,3,3);()
10211;(16);(56);(7);(4);(6);(0,3,2,2,2,0);()
10212;(23);(37);(5);(7);(8);(1,3,2,1,1,2,2,2);()
10213;(43);(58);(12);(2);(9);(3,0,2,2,2,0,1,1,1);()
10214;(68);(28);(13);(4);(6);(1,0,2,2,2,2);()
10215;(14);(44);(12);(3);(3);(0,1,1);()
10216;(23);(15);(15);(13);(2);(0,3);(220)
10217;(99);(17);(3);(17);(18);(2,2,3,3,3,0,2,2,2,0,3,2,3,1,1,0,0,2);(276)
10218;(28);(30);(8);(8);(12);(2,2,3,2,1,0,3,3,1,2,3,2);()
10219;(13);(20);(7);(10);(6);(2,2,0,2,2,3);(46)
10220;(33);(43);(6);(2);(4);(2,0,3,0);(28,139,187,210)
10221;(47);(55);(5);(9);(16);(3,1,1,1,3,1,2,2,2,0,2,2,2,2,2,2);(63)
10222;(44);(56);(3);(6);(4);(0,1,2,0);(200,207,312)
10223;(42);(7);(4);(5);(3);(1,2,1);()
10224;(99);(10);(10);(5);(8);(3,2,2,2,1,1,2,1);(273)
10225;(60);(55);(15);(12);(10);(3,0,1,1,3,2,2,3,1,2);()
10226;(13);(3);(9);(8);(8);(1,1,1,2,2,0,3,0);(200,223)
10227;(85);(7);(13);(4);(4);(3,1,2,2);()
10228;(23);(55);(4);(10);(5);(2,1,1,3,0);()
10229;(25);(58);(3);(11);(4);(3,1,0,2);(155)
10230;(50);(59);(16);(7);(9);(3,0,2,2,2,3,1,1,0);()
10231;(22);(60);(11);(10);(7);(2,3,1,3,2,2,0);()
10232;(68);(44);(2);(7);(4);(2,2,2,0);(187)
10233;(6);(42);(11);(7);(1);(3);()
10234;(14);(55);(4);(9);(7);(1,3,2,0,3,0,0);()
10235;(90);(9);(7);(7);(3);(2,1,3);(144)
10236;(70);(9);(13);(15);(6);(2,2,2,2,2,1);(255)
10237;(42);(36);(4);(9);(14);(1,1,1,3,0,3,0,1,2,0,3,3,3,2);(74)
10238;(19);(39);(3);(11);(5);(1,1,1,2,3);(138,202,252)
10239;(70);(42);(10);(9);(2);(2,1);(22,66,267)
10240;(16);(23);(4);(3);(5);(2,2,2,1,0);(111)
10241;(22);(10);(11);(11);(12);(2,1,1,1,1,2,0,0,2,2,2,3);()
10242;(4);(39);(9);(12);(11);(0,2,1,1,3,0,1,3,1,1,2);()
10243;(14);(36);(7);(7);(11);(2,1,2,3,2,2,0,2,3,3,1);()
10244;(17);(17);(9);(11);(2);(3,1);(311)
10245;(39);(36);(7);(5);(5);(1,3,0,2,0);(5)
10246;(70);(17);(7);(12);(3);(1,1,1);(8)
10247;(28);(55);(9);(6);(5);(1,1,1,3,0);(301)
10248;(73);(34);(7);(5);(8);(1,1,2,0,1,2,0,0);(66,307)
10249;(9);(44);(4);(10);(4);(0,1,0,1);()
10250;(25);(25);(7);(3);(9);(2,0,3,1,2,3,3,0,2);(242)
10251;(14);(47);(9);(5);(4);(3,3,0,2);(172)
10252;(17);(37);(4);(8);(7);(1,3,1,3,3,3,3);()
10253;(74);(11);(3);(7);(8);(1,3,1,3,3,1,3,1);()
10254;(70);(16);(14);(9);(7);(0,0,0,2,0,0,1);()
10255;(16);(22);(7);(11);(4);(2,2,0,1);()
10256;(25);(28);(8);(4);(7);(1,1,2,3,1,1,3);()
10257;(2);(37);(15);(8);(4);(0,0,0,1);(181)
10258;(60);(42);(8);(14);(6);(2,2,2,2,2,0);(331)
10259;(58);(50);(4);(9);(7);(2,1,1,0,2,1,1);(78)
10260;(35);(17);(2);(10);(5);(3,2,3,0,0);()
10261;(34);(58);(9);(11);(14);(0,1,2,0,0,3,0,2,0,3,1,1,1,3);()
10262;(1);(16);(7);(12);(10);(1,3,1,2,2,2,2,1,3,0);(239)
10263;(7);(40);(10);(12);(10);(2,2,0,0,1,2,0,1,2,2);(70,111,321)
10264;(32);(52);(9);(7);(12);(2,1,2,3,3,3,2,2,2,1,1,1);()
10265;(18);(17);(8);(11);(6);(0,1,1,3,1,1);()
10266;(68);(50);(3);(6);(10);(2,3,3,2,2,1,1,1,2,0);(4,151,288)
10267;(13);(55);(4);(9);(21);(2,3,0,3,0,2,2,0,1,1,1,1,3,2,1,3,3,3,1,3,1);(97,135,145,300)
10268;(16);(24);(4);(10);(6);(2,1,2,3,3,1);()
10269;(14);(36);(8);(7);(6);(3,3,1,2,2,0);()
10270;(58);(28);(6);(10);(2);(3,2);()
10271;(6);(51);(5);(9);(6);(1,1,2,0,1,1);(42,183)
10272;(70);(10);(13);(10);(5);(1,1,0,0,1);(8,28)
10273;(13);(3);(9);(12);(7);(0,1,1,2,2,0,3);()
10274;(17);(50);(4);(5);(4);(0,0,2,2);(43)
10275;(16);(56);(7);(12);(8);(2,0,3,0,2,2,2,2);()
10276;(25);(10);(2);(9);(6);(1,3,2,3,0,0);(56,300)
10277;(32);(44);(7);(7);(3);(2,1,2);(313)
10278;(16);(39);(4);(6);(6);(2,2,2,3,3,1);(321)
10279;(2);(31);(9);(2);(10);(1,2,2,2,2,2,2,2,3,3);()
10280;(81);(47);(8);(2);(5);(3,2,3,0,3);()
10281;(18);(38);(8);(11);(5);(2,3,1,1,1);()
10282;(47);(54);(4);(6);(5);(2,1,3,2,2);()
10283;(68);(59);(2);(4);(8);(1,1,2,0,1,1,1,0);()
10284;(68);(28);(2);(10);(14);(2,1,1,3,1,3,3,1,0,2,2,2,0,1);(199)
10285;(93);(36);(3);(10);(3);(3,2,3);()
10286;(27);(38);(10);(13);(7);(2,2,1,2,2,2,2);(159)
10287;(13);(15);(11);(4);(14);(1,3,2,2,2,3,3,1,2,1,1,3,3,0);()
10288;(38);(28);(10);(13);(7);(2,2,3,0,1,3,3);(222)
10289;(14);(54);(5);(5);(10);(1,3,2,1,3,3,2,2,0,1);(195,339)
10290;(50);(43);(2);(6);(18);(0,2,3,0,0,2,0,0,0,1,2,2,2,0,2,0,0,2);()
10291;(42);(42);(4);(7);(8);(2,2,2,2,2,0,3,0);(255)
